entry,example_de,translation,cefr
profitieren,Er profitiert von den neuen Regelungen.,to profit,B2
die Rechnung,Die Rechnung wurde per Post zugestellt.,bill,A1
der Übergang,"Der Übergang war schwer, aber nötig.",crossing,C1
zusammenfassen,Er fasste den Bericht kurz zusammen.,to summarize,B1
beeindrucken,Er will seine Kollegen beeindrucken.,to impress,A2
einnehmen,Er nimmt die Medikamente regelmäßig ein.,to take (up/in),B1
das Loch,Das Loch im Zaun muss repariert werden.,hole,B1
das Management,Das Management entschied schnell.,management,B2
schwimmen,Ich schwimme jeden Morgen im See.,to swim,A1
die Erwartung,Die Erwartungen wurden erfüllt.,expectation,B2
beantworten,Er beantwortete die Frage korrekt.,to answer,A2
der Beweis,Der Beweis überzeugt den Richter.,proof,B1
der Weltkrieg,Der Weltkrieg veränderte die Welt.,world war,B2
kompliziert,Er erklärte die komplizierte Aufgabe.,complicated,B1
die Stirn,Er legte die Stirn in tiefe Falten.,forehead,B1
die Behandlung,Die Behandlung schlug sofort an.,treatment,A2
der Zahn,Der Zahn schmerzt seit Tagen stark.,tooth,A2
aussprechen,Er spricht seine Bedenken offen aus.,to pronounce,A2
beliebt,Das Buch ist bei vielen sehr beliebt.,popular,A2
das Eis,Das Eis in der Waffel schmolz schnell.,ice,B1
komisch,Das Verhalten war etwas komisch.,funny,A2
westlich,Das westliche Gebiet war ruhig.,western,B1
geistig,Die geistige Debatte war intensiv.,intellectual,B1
die Länge,Die Länge des Films war ideal.,length,B1
unmöglich,So eine Aufgabe ist fast unmöglich.,impossible,A1
optimal,Wir haben die optimale Lösung gefunden.,best possible,C1
das Wetter,Das Wetter war sonnig und warm.,weather,A1
ergänzen,Er ergänzt den Text mit neuen Ideen.,to add,B1
voneinander,Sie hörten lange nichts voneinander.,from each other,B1
auswählen,Er wählt den besten Kandidaten aus.,to choose,B1
befragen,Der Journalist befragte den Zeugen.,to ask,A2
der Anwalt,Der Anwalt vertrat seine Interessen.,attorney,A1
dahinter,Dahinter verbarg sich ein Geheimnis.,behind it,A2
die Stärke,Seine Stärke liegt in der Ruhe.,strength,A2
die Ironie,Die Ironie war offensichtlich.,irony,B2
die Ansicht,Das ist meine persönliche Ansicht.,opinion,B1
die AG,Die AG wurde letztes Jahr gegründet.,incorporated company,C1
ausbilden,Sie bildet sich zur Lehrerin aus.,to train,B1
empirisch,Empirische Daten stützen die Theorie.,empirical,C2
die Kombination,Die Kombination war einzigartig.,combination,B1
die Ermittlung,Die Ermittlung brachte neue Beweise.,investigation,A2
das Gedicht,Das Gedicht beschreibt den Herbst.,poem,B1
unterhalten,Er unterhält sich gern mit Freunden.,to amuse oneself,A1
die Hochschule,Die Hochschule ist sehr angesehen hier.,college,C1
die Umsetzung,Die Umsetzung des Plans ist im Gange.,transfer,C2
das Engagement,Ihr Engagement in der Politik nahm zu.,commitment,B2
erschrecken,Der laute Knall erschreckt die Kinder.,to frighten,A2
erwerben,Er hat ein neues Haus erworben.,to acquire,B2
das Wesen,Das Wesen des Problems ist komplex.,being,A2
parallel,Die parallelen Prozesse liefen gut.,parallel,B1
hierbei,Hierbei wurde nichts beschädigt.,while doing this,B2
das Schloss,Das Schloss stand auf einem Hügel.,lock,A2
steuern,Sie steuert das Boot durch den Fluss.,to steer,B2
das Wunder,Das Wunder ereignete sich plötzlich.,miracle,B1
der Abschluss,Der Abschluss des Projekts ist heute.,end,B1
irgendwelche,Irgendwelche Probleme gab es immer.,some,A1
korrekt,Deine Antwort war völlig korrekt.,correct,B1
die Vorsitzende,Der Vorsitzende leitet die Sitzung.,chairperson,
verraten,Er hat das Geheimnis verraten.,to tell a secret,B1
anpassen,Er passte das Design den Wünschen an.,to adjust,B2
automatisch,Der automatische Prozess lief perfekt.,automatic,A1
die Physik,Die Physik erklärt viele Naturphänomene.,physics,B2
die Erkrankung,Die Erkrankung breitet sich aus.,illness,C1
spanisch,Er hört gerne spanische Musik.,Spanish,B1
der Teilnehmer,Jeder Teilnehmer erhielt eine Urkunde.,participant,B1
die Veranstaltung,Die Veranstaltung war gut besucht.,event,A2
vorhaben,"Sie hat vor, nächstes Jahr zu reisen.",to have in mind,B1
verbergen,Er verbirgt seine Gefühle geschickt.,to hide,A2
aha,"Aha, jetzt verstehe ich endlich!",aha,A1
malen,Sie malt ein Bild vom Sonnenuntergang.,to paint,A2
die Post,Die Post kommt heute sehr spät.,mail,A1
die Seele,Die Seele leidet unter der Einsamkeit.,soul,A1
üben,Er übt täglich auf der Gitarre.,to practice,A2
der August,Im August blühen die schönsten Blumen.,August,B1
der Knochen,Der Knochen brach bei dem Sturz.,bone,B1
das Geräusch,Das Geräusch kam aus dem Keller.,sound,A2
die Gegenwart,In der Gegenwart gibt es viele Chancen.,present,B1
generell,Generell verlief das Treffen gut.,general,C1
die Aminosäure,Aminosäuren sind Bausteine der Proteine.,amino acid,C2
das Marketing,Das Marketing lockte viele Kunden an.,marketing,C1
das Phänomen,Das Phänomen ist weltweit bekannt.,phenomenon,B2
der Russe,Der Russe spricht fließend Deutsch.,Russian,B2
die Brücke,Die Brücke verbindet die beiden Städte.,bridge,A2
daneben,Daneben liegt das richtige Buch.,beside it,A1
das Gewicht,Das Gewicht des Pakets war groß.,weight,A1
beruhigen,Er beruhigt das weinende Kind.,to calm,B1
ansonsten,Ansonsten habe ich nichts mehr zu sagen.,otherwise,B1
verrückt,Diese verrückte Idee gefällt mir!,crazy,B1
versorgen,Sie versorgten die Kinder mit Essen.,to supply,A2
der Start,Der Start der Kampagne war erfolgreich.,start,B1
weiblich,Der weibliche Vogel singt nicht.,feminine,A1
seitdem,Seitdem geht er jeden Tag joggen.,since then,B1
die Treppe,Die Treppe knarrte bei jedem Schritt.,stairs,A1
die Decke,Die Decke war aus schwerem Stoff.,ceiling,B1
die Einstellung,Ihre Einstellung hat sich geändert.,attitude,B1
heiraten,Er heiratet seine Jugendliebe.,to marry,A1
mittels,Er löste das Rätsel mittels Logik.,by means of,C1
der Unfall,Der Unfall verlief glimpflich.,accident,A2
der Bestandteil,Wasser bleibt ein wichtiger Bestandteil.,component,C1
der Regen,Der Regen hörte plötzlich auf.,rain,A1
entschuldigen,Sie entschuldigt sich für den Fehler.,to excuse,A1
der Fisch,Der Fisch schwamm im klaren Wasser.,fish,A1
die Medizin,Die Medizin linderte sofort den Schmerz.,medicine,B1
das Schicksal,Das Schicksal meinte es gut mit ihm.,fate,A1
aufgehen,Die Sonne geht früh am Morgen auf.,to rise,B1
das Video,Das Video ging im Internet viral.,video,B1
zugehen,Er geht langsam auf die Tür zu.,to approach,B1
durchschnittlich,Seine Leistungen waren durchschnittlich.,average,B1
der Strand,Der Strand war am frühen Morgen leer.,beach,A2
der Zins,Der Zins für das Darlehen ist hoch.,interest,B2
bewerten,Er bewertet das Ergebnis als positiv.,to assess,B2
bezüglich,Bezüglich des Plans habe ich Fragen.,regarding,B1
begeistern,Das Konzert hat alle begeistert.,to inspire,C1
die Ladung,Die Ladung des Lkw war zu schwer.,charge,B1
äußerst,Der Vortrag war äußerst interessant.,extremely,A2
lustig,Er erzählte eine lustige Geschichte.,funny,A1
potenziell,Das potenzielle Risiko war bekannt.,potential,B2
der Dichter,Der Dichter schrieb berühmte Gedichte.,writer,C2
die Religion,Die Religion beeinflusst viele Kulturen.,religion,B1
religiös,Er ist sehr religiös erzogen worden.,religious,B1
nackt,Er stand nackt vor der Dusche.,naked,A2
die Ware,Die Ware wurde heute geliefert.,goods,B1
beruflich,Die berufliche Veränderung fordert Mut.,professional,B1
lokal,Das lokale Projekt fand großen Anklang.,local,A1
der Standard,Der Standard ist hoch angesetzt.,standard,B2
der Kanzler,Der Kanzler hielt eine wichtige Rede.,chancellor,B2
nochmal,"Er versuchte es nochmal, ohne Erfolg.",again,A1
auflösen,Der Zucker löst sich im Tee auf.,to dissolve,B1
aufregen,Er regte sich über den Lärm auf.,to excite,B1
die Abhängigkeit,Die Abhängigkeit macht Sorgen.,dependence,C1
die Einrichtung,Die Einrichtung der Wohnung war modern.,institution,B1
vereinigen,Die beiden Firmen wurden vereinigt.,to unite,B2
vereinbaren,Sie vereinbarten einen neuen Termin.,to agree,A2
verschieben,Wir müssen das Treffen verschieben.,to move,A2
bewirken,Er bewirkte eine große Veränderung.,to cause,B1
das Bundesland,Das Bundesland hat viele Einwohner.,state,
erleichtern,Das neue System erleichtert die Arbeit.,to relieve,B1
die Institution,Die Institution fördert Bildung.,institution,B2
rechtlich,Die rechtliche Lage ist unsicher.,legal,B1
das Viertel,Das Viertel ist bekannt für seine Cafés.,quarter,B1
die Dimension,Die Dimension wurde genau berechnet.,dimension,B2
das Ei,Das Ei kocht in heißem Wasser.,egg,
müde,Nach dem Lauf war ich sehr müde.,tired,A1
sparen,Er spart für ein neues Fahrrad.,to save,A2
quasi,Das Projekt ist quasi abgeschlossen.,almost,B1
Wiener,Die Wiener Oper ist weltbekannt.,Viennese,C1
blöd,Es war wirklich eine blöde Entscheidung.,stupid,A2
die Soziologie,Soziologie erklärt soziale Strukturen.,sociology,C2
tätig,Er ist seit Jahren in der Firma tätig.,active,B2
das Afghanistan,Afghanistan liegt in Südasien.,Afghanistan,B2
die Flucht,Die Flucht gelang trotz großer Gefahr.,flight,B1
absehen,Man konnte das Problem schon absehen.,to foresee,A2
das Afrika,Afrika hat viele verschiedene Kulturen.,Africa,B1
regional,Die regionale Küche war lecker.,regional,B1
strategisch,Die strategische Planung bringt Erfolg.,strategic,C1
exakt,Die exakte Zahl wurde genannt.,exact,B1
fortsetzen,Nach der Pause setzte er fort.,to continue,B1
steigern,Er steigerte seine Leistung deutlich.,to increase,B2
die Übersetzung,Die Übersetzung war fehlerfrei.,translation,A2
womöglich,Womöglich kommt er morgen zurück.,possibly,B1
das Argument,Sein Argument überzeugte die meisten.,argument,B1
berühren,Er berührt vorsichtig den heißen Topf.,to touch,A1
das Kino,Das Kino zeigt heute einen neuen Film.,cinema,A1
die Dauer,Die Dauer des Films ist zwei Stunden.,duration,B1
klappen,Der Plan klappte besser als erwartet.,to fold,A2
das Polen,Polen hat viele schöne Städte.,Poland,B2
golden,Die goldene Uhr gehört meinem Opa.,gold,A2
klären,Er klärt die Situation schnell.,to clear up,B1
sauber,Die Wohnung ist jetzt endlich sauber.,clean,A2
der Bahnhof,Der Bahnhof ist immer sehr belebt.,(railway) station,A1
die Bewertung,Die Bewertung der Arbeit war positiv.,assessment,C1
die Messung,Die Messung ergibt klare Werte.,measuring,C1
gewaltig,Der Sturm hinterließ gewaltige Schäden.,enormous,B1
relevant,Die Daten sind für die Studie relevant.,relevant,B2
das Israel,Israel ist ein Land im Nahen Osten.,Israel,B2
die Lippe,Sie biss sich nervös auf die Lippe.,lip,B1
die BRD,Die BRD feiert dieses Jahr ein Jubiläum.,Federal Republic (of Germany),C2
der Charakter,Er hat einen starken Charakter.,character,B1
antreten,Er tritt seine neue Stelle an.,to take up,B1
die Lehre,Die Lehre erklärt die Grundlagen.,apprenticeship,B1
aufpassen,Pass bitte auf die Kinder auf!,to pay attention,A2
die Verletzung,Die Verletzung am Knie heilte langsam.,injury,B1
die CSU,Die CSU gewinnt in Bayern viele Stimmen.,CSU,C2
der Direktor,Der Direktor begrüßte die Gäste.,director,B1
enttäuschen,Er enttäuscht seine Eltern nie.,to disappoint,B1
fangen,Er fing den Ball mit einer Hand.,to catch,B1
die Träne,Eine Träne rollt über seine Wange.,tear,B1
damalig,Die damalige Entscheidung war schwer.,at that time,C1
dreißig,Dreißig Minuten vergingen schnell.,thirty,
mathematisch,Die mathematische Lösung ist korrekt.,mathematical,C1
die Pflicht,"Es ist meine Pflicht, zu helfen.",duty,B1
realisieren,Er realisierte seinen Traum endlich.,to realize,B1
einrichten,Er richtete die Wohnung gemütlich ein.,to furnish,B1
der Käufer,Der Käufer verhandelte über den Preis.,buyer,B1
das Rennen,Das Rennen beginnt um zehn Uhr.,race,B1
der Täter,Der Täter wurde schnell gefasst.,culprit,B1
befreien,Er befreite den Vogel aus dem Käfig.,to free,A1
ordnen,Er ordnet die Akten alphabetisch.,to arrange,B1
die Bezeichnung,Die Bezeichnung war irreführend.,name,C1
verteidigen,Er verteidigte seine Position.,to defend,A2
der Anlass,Der Anlass der Feier war ihr Geburtstag.,occasion,B1
medial,Die mediale Präsenz des Events war groß.,media,C2
hauptsächlich,Er ist hauptsächlich beschäftigt.,mainly,B1
der Hersteller,Der Hersteller garantiert hohe Qualität.,manufacturer,B1
normalerweise,Normalerweise bin ich pünktlich.,normally,B1
das Motiv,Das Motiv des Gemäldes ist die Natur.,motive,B1
die Auswahl,Die Auswahl im Supermarkt ist groß.,choice,B1
markieren,Er hat die Stelle im Buch markiert.,to mark,B1
mehrfach,Er wurde schon mehrfach ausgezeichnet.,multiple,B2
der Rang,Er hat einen hohen Rang in der Firma.,standing,B2
herausfinden,Er findet die Wahrheit heraus.,to find out,B1
nahezu,Die Aufgabe ist nahezu fertig.,nearly,B2
benennen,Er benennt die wichtigsten Punkte.,to name,B1
die Schrift,Die alte Schrift war schwer zu lesen.,script,B1
die Silbe,Die Betonung liegt auf der ersten Silbe.,syllable,C1
der Anstieg,Der Anstieg der Preise war erwartet.,rise,
die Kurve,Die Kurve war gefährlich scharf.,curve,B1
der Auftritt,Sein Auftritt auf der Bühne war kurz.,appearance,C1
integrieren,Wir müssen alle Systeme integrieren.,to integrate,B1
die Saga,Die Saga erzählt von mutigen Helden.,saga,B2
anmelden,Er meldete sich für den Wettbewerb an.,to register,B1
gerecht,Eine gerechte Lösung wurde gefunden.,just,B1
unendlich,Die Möglichkeiten scheinen unendlich.,endless,B1
der Bundestag,Der Bundestag debattierte stundenlang.,Bundestag,C2
literarisch,Sein Werk hat hohen literarischen Wert.,literary,C1
das Bewusstsein,Das Bewusstsein kehrte zurück.,consciousness,B1
die Stiftung,Die Stiftung fördert viele Projekte.,foundation,B2
die Erhöhung,Die Erhöhung der Preise trifft alle.,increase,B1
die GmbH,Die GmbH wurde 1995 gegründet.,limited liability company,C1
ungewöhnlich,Die Architektur ist sehr ungewöhnlich.,unusual,B1
die Anforderung,Die Anforderung stellt hohe Ansprüche.,requirement,C1
männlich,Die männlichen Läufer waren schneller.,male,A1
das Training,Das Training beginnt um acht Uhr.,training,A2
vorgehen,"Bitte gehen Sie vor, ich folge Ihnen.",to go on,A2
die Arbeitslosigkeit,Die Arbeitslosigkeit nahm drastisch zu.,unemployment,C1
das Brot,Das Brot ist frisch und knusprig.,bread,A1
die Geburt,Die Geburt verlief ohne Probleme.,birth,B1
der Hunger,Der Hunger trieb ihn zum Bäcker.,hunger,A1
jüdisch,Die jüdische Gemeinde feiert heute.,Jewish,B1
das Umfeld,Das Umfeld beeinflusst das Verhalten.,milieu,B2
allzu,Das ist allzu kompliziert für ihn.,overly,B1
der Graf,Der Graf lebt auf einem großen Anwesen.,count,B1
das Indien,Indien ist ein faszinierendes Land.,India,B1
lohnen,"Es lohnt sich, das Buch zu lesen.",to be worth it,B1
optisch,Die optische Illusion verwirrte viele.,optical,C1
militärisch,Die militärische Strategie war brillant.,military,B1
die Mühe,Die Mühe hat sich wirklich gelohnt.,effort,B1
unterbrechen,Er unterbrach das Gespräch höflich.,to interrupt,B1
grundlegend,Er gab die grundlegenden Anweisungen.,basic,C1
das Boot,Das Boot schaukelt auf den Wellen.,boat,B1
das Dutzend,Ein Dutzend Eier liegen im Korb.,dozen,A2
zurückziehen,Er zog seine Bewerbung zurück.,to withdraw,B1
klopfen,"Er klopfte, aber niemand öffnete.",to knock,B1
nachweisen,Er konnte seine Unschuld nachweisen.,to prove,B2
die Wolke,Eine dunkle Wolke zog über den Himmel.,cloud,A2
aufmachen,Er machte die Tür ganz leise auf.,to open,A2
kennzeichnen,Das Gebiet ist deutlich gekennzeichnet.,to characterize,C1
die Jugend,Die Jugend von heute ist gut vernetzt.,youth,B1
wundern,Er wundert sich über das Ergebnis.,to be surprised,A2
die Interpretation,Die Interpretation ist umstritten.,interpretation,C1
die Leber,Die Leber ist ein lebenswichtiges Organ.,liver,B1
die Stellung,Ihre Stellung in der Firma ist sicher.,position,C1
aufheben,Er hebt das Buch vom Boden auf.,to pick up,B1
die Belastung,Die Belastung der Brücke ist sehr hoch.,load,B2
heilig,Das Land ist den Menschen heilig.,holy,A1
der Umfang,Der Umfang des Projekts ist groß.,circumference,C1
die Beobachtung,Die Beobachtung ergab neue Erkenntnisse.,observation,B2
erfinden,Er erfindet ständig neue Geschichten.,to invent,B1
erfordern,Das Projekt erfordert viel Geduld.,to require,B1
der Gebrauch,Der Gebrauch des Werkzeugs war einfach.,use,B2
der Landtag,Der Landtag debattiert über das Gesetz.,parliament,
der Verkehr,Der Verkehr stockte plötzlich.,traffic,B1
aufhalten,"Sie versuchten, das Auto aufzuhalten.",to stop,B1
schneiden,Er schneidet das Brot in Scheiben.,to cut,A1
der Kauf,Der Kauf wurde schnell abgewickelt.,purchase,B1
das Öl,Das Öl wird aus Oliven gepresst.,oil,A2
der Betrag,Der Betrag wurde bereits überwiesen.,amount,B1
herauskommen,Das Buch kommt im Herbst heraus.,to come out,B1
das Fahrrad,Das Fahrrad steht vor der Tür.,bicycle,A1
die Koordination,Die Koordination war schwierig.,coordination,C2
die Nutzung,Die Nutzung von Solarenergie nimmt zu.,use,C1
der Park,Wir trafen uns im Park zum Picknick.,park,A2
resultieren,Aus Fehlern resultieren oft Probleme.,to result,C2
schmecken,Das Essen schmeckt hervorragend.,to taste,A1
starren,Er starrte minutenlang auf das Bild.,to stare,B1
verpassen,Er hat den letzten Bus verpasst.,to miss,A2
vorwerfen,"Er warf ihm vor, gelogen zu haben.",to accuse,B1
der Bauch,Mein Bauch fühlt sich komisch an.,belly,A1
der Verkauf,Der Verkauf lief besser als erwartet.,sale,B1
die Vorbereitung,Die Vorbereitung kostet viel Zeit.,preparation,B1
ausrichten,Richte ihr bitte die Änderungen aus.,to tell,B1
rühren,Er rührt den Kaffee mit dem Löffel um.,to stir,A2
der Trend,Der Trend geht zu nachhaltiger Mode.,trend,C1
aktivieren,Er aktiviert das neue Konto online.,to mobilize,A2
der Mechanismus,Der Mechanismus wurde repariert.,mechanism,C1
die Hose,Die Hose ist viel zu eng geworden.,trousers,A2
lügen,Er hat über seine Vergangenheit gelogen.,to (tell a) lie,A2
ansetzen,Er setzte den Schnitt präzise an.,to position,B1
arabisch,Das arabische Essen ist köstlich.,Arabian,B2
mischen,Er mischt die Farben sorgfältig.,to mix,B1
beruhen,Die Entscheidung beruht auf Fakten.,to be based,B2
das Japan,Japan ist bekannt für seine Technik.,Japan,B1
die City,Die City ist heute sehr belebt.,city center,A2
die Klausur,"Die Klausur war schwer, aber machbar.",exam,C2
innen,Es ist warm und trocken innen.,inside,B1
die Membran,Die Membran filtert das Wasser effektiv.,membrane,C2
das Metall,Das Metall ist schwer und kalt.,metal,B1
das Netzwerk,Das soziale Netzwerk wächst ständig.,network,B1
systematisch,Das systematische Vorgehen half sehr.,systematic,C1
die Technologie,Die Technologie entwickelt sich schnell.,technology,B1
die Trennung,Die Trennung fiel beiden schwer.,separation,B1
die E-Mail,Die E-Mail wurde sofort gesendet.,e-mail,
mitmachen,Er macht bei der Challenge mit.,to join in,A1
der Manager,Der Manager traf die Entscheidung.,manager,B1
die Oma,Die Oma backt die besten Plätzchen.,grandma,A1
die Umfrage,Die Umfrage zeigt klare Ergebnisse.,survey,B1
die Operation,Die Operation dauerte drei Stunden.,operation,B1
die Probe,Die Probe wurde ins Labor geschickt.,sample,A2
bedienen,Er bedient die Maschine mühelos.,to serve,B1
der Mut,"Er hat den Mut, die Wahrheit zu sagen.",courage,B1
nachhaltig,Nachhaltige Lösungen wurden gesucht.,lasting,C2
zusehen,Sie sieht ihm beim Spielen zu.,to watch,A2
bevorzugen,Er bevorzugt Tee statt Kaffee.,to prefer,B1
hierzu,Hierzu gibt es keine weiteren Fragen.,with it,C1
der Fischer,Der Fischer brachte frischen Fisch.,fisherman,B2
der Ruf,Der Ruf des Adlers hallte durch das Tal.,reputation,A1
die Überlegung,Nach kurzer Überlegung änderte sie sich.,thought,C1
die Begegnung,Die Begegnung mit ihm war ein Zufall.,encounter,B2
der Schlag,Der Schlag traf ihn völlig unerwartet.,blow,A1
daraufhin,Daraufhin änderte er seine Meinung.,as a result,B2
die Handlung,Die Handlung entwickelt sich langsam.,action,B1
die Marke,Die Marke ist weltweit bekannt.,brand,B1
angreifen,Der Hund greift den Eindringling an.,to attack,A1
finanzieren,Er finanzierte das Projekt allein.,to finance,B1
freilich,"Freilich, das ist eine gute Idee.",of course,C1
die Hinsicht,In dieser Hinsicht sind wir uns einig.,respect,B2
der Schlüssel,Der Schlüssel passt ins Schloss.,key,A1
deuten,Er deutet auf das Bild an der Wand.,to point,B1
glatt,Die Straße war nach dem Regen glatt.,smooth,B1
schrecklich,Der Unfall war wirklich schrecklich.,terrible,A2
weich,Das Kissen ist angenehm weich.,soft,A2
die Klinik,Die Klinik wurde neu eröffnet.,clinic,B1
bedeutend,Das war eine bedeutende Entdeckung.,important,B2
das Organ,Das Organ spielt eine zentrale Rolle.,organ,B1
besprechen,Sie besprechen die Details des Plans.,to discuss,B1
die Oberfläche,Die Oberfläche glänzt in der Sonne.,surface,B1
der Standort,Der Standort bietet viele Vorteile.,site,B2
der Zufall,Der Zufall führte uns zusammen.,chance,B1
die Armee,Die Armee marschierte durch die Stadt.,army,A1
kräftig,Er hat einen kräftigen Händedruck.,strong,B1
der Nerv,Der Nerv schmerzt bei jeder Bewegung.,nerve,B1
die Niederlage,Die Niederlage schmerzt ihn tief.,defeat,B2
der Termin,Der Termin beim Arzt steht fest.,appointment,A1
angenehm,Das angenehme Gespräch endet positiv.,pleasant,B1
die Synthese,Die Synthese gelang im Labor problemlos.,synthesis,C2
das Drama,Das Drama entfaltete sich langsam.,drama,B1
der Konsum,Der Konsum von Zucker nimmt zu.,consumption,C2
die Vorschrift,Die Vorschrift wurde geändert.,instruction,B1
winzig,In dem winzigen Raum steht nur ein Bett.,tiny,B1
der Flug,Der Flug dauerte acht Stunden.,flight,A2
das Holz,Er hackte Holz für den Winter.,wood,B1
künstlerisch,Ihr künstlerischer Stil ist einzigartig.,artistic,B2
die Förderung,Die Förderung kam von der Regierung.,support,B1
der Impuls,Ein starker Impuls bewegte den Pendel.,stimulus,B2
die Planung,Die Planung der Reise war schwierig.,planning,B1
der Verdacht,Der Verdacht fiel auf den Nachbarn.,suspicion,B1
vorgeben,"Er gibt vor, nichts zu wissen.",to use as an excuse,B2
der Witz,Er erzählte einen lustigen Witz.,joke,A2
aufmerksam,Der aufmerksame Zuhörer stellte Fragen.,attentive,B1
der Mangel,Es gibt einen Mangel an Wasser.,lack,B1
ausführen,Er führte die Aufgabe präzise aus.,to carry out,A2
analog,Das analoge System wird ersetzt.,analog,C2
befürchten,Sie befürchten das Schlimmste.,to fear,A2
hinsichtlich,Hinsichtlich dessen bin ich zufrieden.,with regard to,C1
die Katze,Die Katze sprang leise auf den Tisch.,cat,A2
äußere,Das äußere Tor war verschlossen.,outer,C2
die Halle,Die Halle war voll mit Menschen.,hall,A1
die Häufigkeit,Die Häufigkeit der Ereignisse nimmt zu.,frequency,C2
das Kapital,Das Kapital des Unternehmens wächst.,capital,B2
die Revolution,Die Revolution veränderte alles.,revolution,B1
zuordnen,Er ordnet die Dateien dem Projekt zu.,to assign,C2
aussetzen,Er musste das Training kurz aussetzen.,to suspend,A2
der Lohn,Der Lohn wurde pünktlich überwiesen.,wage,B1
das Vermögen,Das Vermögen wurde gerecht verteilt.,assets,A2
die Verwaltung,Die Verwaltung arbeitet effizient.,administration,B1
zumal,"Er war nervös, zumal es spät war.",particularly,C1
das Kohlenstoffdioxid,Kohlenstoffdioxid ist ein Gas.,carbon dioxide,
ordentlich,Das Büro ist immer ordentlich.,neat,B1
stoppen,Er stoppte den Wagen rechtzeitig.,to stop,B1
der Bundeskanzler,Der Bundeskanzler sprach zur Nation.,federal chancellor,C2
der Rat,Der Rat des Lehrers war hilfreich.,advice,B1
der Bewohner,Die Bewohner waren freundlich.,inhabitant,B1
gewöhnlich,Er führt ein ganz gewöhnliches Leben.,usual,B1
großartig,Das Konzert war einfach großartig.,great,A1
trainieren,Er trainiert täglich im Fitnessstudio.,to train,A2
die Variante,Es gibt eine neue Variante des Spiels.,variant,C1
das Medikament,Das Medikament wirkt sehr schnell.,medicine,A2
der Ring,Der Ring fiel zu Boden und rollte weg.,ring,A2
beliebig,Wählen Sie eine beliebige Option aus.,any,C1
das HGB,Das HGB regelt den Handel genau.,Commercial Code,
versetzen,Er wurde nach Berlin versetzt.,to move,A2
verurteilen,Der Richter verurteilt den Dieb.,to condemn,B1
das Vorjahr,Das Vorjahr brachte gute Ergebnisse.,previous year,C2
gezielt,Sie machte einen gezielten Vorschlag.,targeted,C1
die Kommune,Die Kommune plant neue Wohnprojekte.,municipality,C2
der Mord,Der Mord wurde schnell aufgeklärt.,murder,A1
extern,Die externe Firma hilft uns weiter.,external,C1
die Partie,Die Partie endete unentschieden.,game,B2
stetig,Die stetige Verbesserung fiel auf.,constant,C1
dumm,Das war wirklich eine sehr dumme Idee.,stupid,A2
erwidern,Er erwidert ihren Gruß höflich.,to reply,B2
die Identität,Seine Identität bleibt unbekannt.,identity,A2
der Stock,Das Büro ist im dritten Stockwerk.,stick,A1
das Gefäß,Das Gefäß war mit Wasser gefüllt.,vessel,B2
atmen,Der Patient atmet tief ein und aus.,to breathe,A1
die Milch,Die Milch steht im Kühlschrank.,milk,A1
die Tiefe,Die Tiefe des Sees ist unbekannt.,depth,
moralisch,Moralische Fragen wurden besprochen.,moral,B2
selbe,Er trägt denselben Hut wie gestern.,same,
stärken,Er stärkt sein Immunsystem durch Sport.,to strengthen,B2
der Millimeter,Ein Millimeter machte den Unterschied.,millimeter,C1
die FDP,Die FDP strebt eine Steuerreform an.,FDP,
der Konsument,Der Konsument hat hohe Erwartungen.,consumer,C2
die Reform,Die Reform brachte viele Veränderungen.,reform,B1
der Richter,Der Richter spricht das Urteil.,judge,B1
verwandeln,Er verwandelte das Zimmer in ein Büro.,to transform,A2
streiten,Sie stritten sich um das Geld.,to quarrel,A1
widmen,Sie widmet ihr Leben der Kunst.,to dedicate,B1
bereitstellen,Wir stellen die Mittel bereit.,to provide,C1
hinterlassen,Er hat eine Nachricht hinterlassen.,to leave,B1
analysieren,Sie analysiert die Daten sehr genau.,to analyze,B1
der Gipfel,Der Gipfel des Berges war schneebedeckt.,peak,B2
der Nachteil,Der Nachteil ist offensichtlich.,disadvantage,B1
versus,Es geht um Team A versus Team B.,versus,C2
vertraut,Er ist mit der Technik vertraut.,familiar,A2
das Baby,Das Baby schläft ruhig in seinem Bett.,baby,A1
die Sitzung,Die Sitzung dauert zwei Stunden.,meeting,B1
sportlich,Seine sportliche Leistung war top.,athletic,A2
die Wärme,Die Wärme des Feuers war angenehm.,warmth,B1
eventuell,Eine eventuelle Lösung wurde diskutiert.,possible,B1
die Gemeinschaft,Die Gemeinschaft arbeitete eng zusammen.,community,B1
kennenlernen,Er lernte sie auf einer Party kennen.,to meet,A1
der Unternehmer,Der Unternehmer investierte klug.,entrepreneur,B1
die Dienstleistung,Diese Dienstleistung wird oft genutzt.,service,C2
intern,Die internen Daten wurden ausgewertet.,internal,B2
der Investor,Der Investor plant ein großes Projekt.,investor,B2
die Periode,Die Periode dauerte mehrere Jahre.,period,C1
schriftlich,Die schriftliche Aussage war eindeutig.,written,A2
genetisch,Genetische Merkmale beeinflussen vieles.,genetic,B1
der Einwohner,Der Einwohner verließ die Stadt.,inhabitant,B1
testen,Wir haben das System getestet.,to test,B1
umgeben,Das Haus ist von Bäumen umgeben.,to surround,B1
lebendig,Die Stadt ist nachts besonders lebendig.,living,A2
